,userid,singer
6166,36d55d8cc75fe0874a47a34d2c40e1b9221c9ce1,my chemical romance
6167,36d770715ca2e0da41f89bf6196a09c8c1706513,red hot chili peppers
6168,36d770715ca2e0da41f89bf6196a09c8c1706513,kasabian
6169,36d770715ca2e0da41f89bf6196a09c8c1706513,scooter
6170,36d770715ca2e0da41f89bf6196a09c8c1706513,the chemical brothers
6171,36d97c688b55f4a57a9d3ff5ff66b348f6b17870,scorpions
6172,36d97c688b55f4a57a9d3ff5ff66b348f6b17870,vangelis
6173,36d97c688b55f4a57a9d3ff5ff66b348f6b17870,children of bodom
6174,36d97c688b55f4a57a9d3ff5ff66b348f6b17870,enya
6175,36d97c688b55f4a57a9d3ff5ff66b348f6b17870,placebo
6176,36d97c688b55f4a57a9d3ff5ff66b348f6b17870,the 69 eyes
6177,36e2aaebc3d4e8a9162c3e06bee27155fcfbb39b,iced earth
6178,36e2aaebc3d4e8a9162c3e06bee27155fcfbb39b,motörhead
6179,36e2aaebc3d4e8a9162c3e06bee27155fcfbb39b,moonspell
6180,36e69e65ca623756589af69f479a59ffb9164214,pidżama porno
6181,36e69e65ca623756589af69f479a59ffb9164214,sex pistols
6182,36e69e65ca623756589af69f479a59ffb9164214,interpol
6183,36e69e65ca623756589af69f479a59ffb9164214,nirvana
6184,36e69e65ca623756589af69f479a59ffb9164214,gorillaz
6185,36ee65c27893a00bf7465af766bde77dd5f520e7,armin van buuren
6186,36f2e6f3d989d76859c0038b6b06cf3b50635114,the magnetic fields
6187,36f2e6f3d989d76859c0038b6b06cf3b50635114,neutral milk hotel
6188,36f35774c8b3b2affe5ba831fa614cee16b3be84,the smashing pumpkins
6189,36f35774c8b3b2affe5ba831fa614cee16b3be84,pennywise
6190,36f35774c8b3b2affe5ba831fa614cee16b3be84,green day
6191,36f35774c8b3b2affe5ba831fa614cee16b3be84,rilo kiley
6192,3717e78bab72438d8a537d5fe6469835da5bd971,manu chao
6193,3717e78bab72438d8a537d5fe6469835da5bd971,portishead
6194,3717e78bab72438d8a537d5fe6469835da5bd971,regina spektor
6195,3717e78bab72438d8a537d5fe6469835da5bd971,pixies
6196,371a5906b15138dc39f67e4c2e80b867d352e654,oomph!
6197,371a5906b15138dc39f67e4c2e80b867d352e654,apoptygma berzerk
6198,371a5906b15138dc39f67e4c2e80b867d352e654,blutengel
6199,371a5906b15138dc39f67e4c2e80b867d352e654,vnv nation
6200,371c321d0b68c7a519477c690b56d630101fcc1e,carcass
6201,371c321d0b68c7a519477c690b56d630101fcc1e,black sabbath
6202,3747e7f9d082c8765a92542116f5e938beafb3ac,amorphis
6203,3747e7f9d082c8765a92542116f5e938beafb3ac,dark tranquillity
6204,3747e7f9d082c8765a92542116f5e938beafb3ac,franz ferdinand
6205,374d5ed733c92027f86d5a445f83f4a042a3851f,van halen
6206,37570bb98f9a9dfc87c39aef61ebf1e14e912f96,katatonia
6207,377131c7c2579820fc1acd3d1149860d538e96f6,guided by voices
6208,37788290a593adeca9335077622a5dd12d3e22a8,bonobo
6209,37788290a593adeca9335077622a5dd12d3e22a8,sufjan stevens
6210,37788290a593adeca9335077622a5dd12d3e22a8,kanye west
6211,37788290a593adeca9335077622a5dd12d3e22a8,king crimson
6212,377cf30f61c3029fed4d5dda304658e1b16c561c,r.e.m.
6213,377cf30f61c3029fed4d5dda304658e1b16c561c,interpol
6214,377e463582e7fed00e135e33b417a793f4a57db9,system of a down
6215,377e463582e7fed00e135e33b417a793f4a57db9,ensiferum
6216,377e463582e7fed00e135e33b417a793f4a57db9,nickelback
6217,377e463582e7fed00e135e33b417a793f4a57db9,the gathering
6218,377e910610bb343015b7e7e333271a21b2d6841e,placebo
6219,377e910610bb343015b7e7e333271a21b2d6841e,pink
6220,37805e5c707f69953b7c240e7b424b22a10efe53,low
6221,378b99d1ec97a8c13dd4903ebe8beaaf6df5dda8,a-ha
6222,378b99d1ec97a8c13dd4903ebe8beaaf6df5dda8,t.a.t.u.
6223,378c86f09d590f2d9d65d442075ec33821a170af,slayer
6224,378c86f09d590f2d9d65d442075ec33821a170af,kalmah
6225,378f9f2a16eee7923e171e6cb0482d1d31d2c623,guns n roses
6226,378f9f2a16eee7923e171e6cb0482d1d31d2c623,nickelback
6227,378f9f2a16eee7923e171e6cb0482d1d31d2c623,manowar
6228,378f9f2a16eee7923e171e6cb0482d1d31d2c623,paradise lost
6229,379872d10d5b9f4cf97296d33328f01ba4bea817,john williams
6230,379872d10d5b9f4cf97296d33328f01ba4bea817,elvis presley
6231,379872d10d5b9f4cf97296d33328f01ba4bea817,system of a down
6232,379872d10d5b9f4cf97296d33328f01ba4bea817,nightwish
6233,379872d10d5b9f4cf97296d33328f01ba4bea817,the cranberries
6234,379872d10d5b9f4cf97296d33328f01ba4bea817,howard shore
6235,37af61e37de7d45ea9cae3bbedac1deaef5def60,after forever
6236,37af61e37de7d45ea9cae3bbedac1deaef5def60,avantasia
6237,37af61e37de7d45ea9cae3bbedac1deaef5def60,my dying bride
6238,37bba55e35db8d12a6b2723fc129e6462fab0eeb,the who
6239,37bba55e35db8d12a6b2723fc129e6462fab0eeb,led zeppelin
6240,37bba55e35db8d12a6b2723fc129e6462fab0eeb,him
6241,37bba55e35db8d12a6b2723fc129e6462fab0eeb,nightwish
6242,37dd55392a199be945ea8e8ed398c705457d9815,kamelot
6243,37dd55392a199be945ea8e8ed398c705457d9815,as i lay dying
6244,37dd55392a199be945ea8e8ed398c705457d9815,sonata arctica
6245,37dd55392a199be945ea8e8ed398c705457d9815,symphony x
6246,37dd55392a199be945ea8e8ed398c705457d9815,haste the day
6247,37dd55392a199be945ea8e8ed398c705457d9815,rush
6248,37f5820c8475c9d8f69bc32de144d855450ddfce,wilco
6249,37f5820c8475c9d8f69bc32de144d855450ddfce,spoon
6250,37f5820c8475c9d8f69bc32de144d855450ddfce,mogwai
6251,37f5820c8475c9d8f69bc32de144d855450ddfce,squarepusher
6252,38152b6b37a02fdeb7a16f6685109b6ca5abd97b,circa survive
6253,38152b6b37a02fdeb7a16f6685109b6ca5abd97b,mindless self indulgence
6254,3815f14b705ce15d86f387e1638c9e2a8ec1919a,capsule
6255,38226d1c23b45942366dc51c898440fad725a8a9,guns n roses
6256,38226d1c23b45942366dc51c898440fad725a8a9,explosions in the sky
6257,382bcea9c49dc5e859bba65aa30d53abb66c9db7,daft punk
6258,382bcea9c49dc5e859bba65aa30d53abb66c9db7,moby
6259,382bcea9c49dc5e859bba65aa30d53abb66c9db7,david guetta
6260,382bcea9c49dc5e859bba65aa30d53abb66c9db7,scooter
6261,382bd7e5620baad4e3d95cf0f447ad10dbf30937,interpol
6262,382ef845a3360c58847b2f37d371a62637b48b7d,nightwish
6263,382ef845a3360c58847b2f37d371a62637b48b7d,epica
6264,382ef845a3360c58847b2f37d371a62637b48b7d,blind guardian
6265,382ef845a3360c58847b2f37d371a62637b48b7d,slayer
6266,382ef845a3360c58847b2f37d371a62637b48b7d,iron maiden
6267,3836e60d59010d46dae0ac5d058e1b09c97db812,mogwai
6268,3836e60d59010d46dae0ac5d058e1b09c97db812,in flames
6269,3836e60d59010d46dae0ac5d058e1b09c97db812,radiohead
6270,3836e60d59010d46dae0ac5d058e1b09c97db812,jefferson airplane
6271,383cded459d6c9ed76bc8554ddefac950d1b1ecf,boys like girls
6272,383eafcb8dbfc1db24cc898414fd837b2f76891c,david guetta
6273,383eafcb8dbfc1db24cc898414fd837b2f76891c,eminem
6274,383eafcb8dbfc1db24cc898414fd837b2f76891c,2pac
6275,383eafcb8dbfc1db24cc898414fd837b2f76891c,jack johnson
6276,383eafcb8dbfc1db24cc898414fd837b2f76891c,the offspring
6277,383eafcb8dbfc1db24cc898414fd837b2f76891c,akon
6278,3841d004417cb3dad0229e1f07da576d57a3e932,three days grace
6279,384304dbe9cf724644c1cd8b9709a31ec3924c5b,david bowie
6280,384304dbe9cf724644c1cd8b9709a31ec3924c5b,morrissey
6281,384304dbe9cf724644c1cd8b9709a31ec3924c5b,john frusciante
6282,384304dbe9cf724644c1cd8b9709a31ec3924c5b,apulanta
6283,384304dbe9cf724644c1cd8b9709a31ec3924c5b,weezer
6284,3847b71cc53f5260a91b8e5f3e0577c53b110267,nightwish
6285,3847b71cc53f5260a91b8e5f3e0577c53b110267,epica
6286,3847b71cc53f5260a91b8e5f3e0577c53b110267,blink-182
6287,3847b71cc53f5260a91b8e5f3e0577c53b110267,lily allen
6288,3847b71cc53f5260a91b8e5f3e0577c53b110267,nirvana
6289,38491bd1f4ff630c73571a958187a62a364a6f01,pixies
6290,38491bd1f4ff630c73571a958187a62a364a6f01,my bloody valentine
6291,384fe5645196235c094728f4b80b5550ac4e7add,the pogues
6292,384fe5645196235c094728f4b80b5550ac4e7add,the pillows
6293,384fe5645196235c094728f4b80b5550ac4e7add,the offspring
6294,3854afdf6d9d3c3e4e85ef7fc8e74a2e4ac69794,black sabbath
6295,3854afdf6d9d3c3e4e85ef7fc8e74a2e4ac69794,eagles
6296,385962cf257c14428fc10118f340f223f01a809e,marilyn manson
6297,385962cf257c14428fc10118f340f223f01a809e,bloc party
6298,385c91e347cf843d8bc6aaf40a9727c9a2b100f8,rise against
6299,385c91e347cf843d8bc6aaf40a9727c9a2b100f8,haste the day
6300,385da56864462f6e809166b6f15362216962e20f,creedence clearwater revival
6301,385da56864462f6e809166b6f15362216962e20f,alice in chains
6302,3862565bab81c0c3b101835c2402dfe045c70b93,vnv nation
6303,3862565bab81c0c3b101835c2402dfe045c70b93,combichrist
6304,3863745aed30a22946c153eee48c1694426b374e,blondie
6305,387489bba904d6f9aabc8ca11b243515fde02354,behemoth
6306,387489bba904d6f9aabc8ca11b243515fde02354,cannibal corpse
6307,3876677ca0ba6181896eecea359ff214581aa6fe,tegan and sara
6308,3876677ca0ba6181896eecea359ff214581aa6fe,august burns red
6309,3876677ca0ba6181896eecea359ff214581aa6fe,mastodon
6310,387d28c11922c500546b43a5660f4fcdb687e9d9,pink floyd
6311,387d28c11922c500546b43a5660f4fcdb687e9d9,nirvana
6312,387d28c11922c500546b43a5660f4fcdb687e9d9,bob marley
6313,387d28c11922c500546b43a5660f4fcdb687e9d9,incubus
6314,387d28c11922c500546b43a5660f4fcdb687e9d9,michael jackson
6315,3886937b247787a085b3584e936433fdd694ad2a,queens of the stone age
6316,3886937b247787a085b3584e936433fdd694ad2a,tenacious d
6317,3886937b247787a085b3584e936433fdd694ad2a,maxïmo park
6318,3886937b247787a085b3584e936433fdd694ad2a,shpongle
6319,3886937b247787a085b3584e936433fdd694ad2a,rammstein
6320,3886e339a3e6e386aca7ebd3ec8bb4df52930d9a,the beatles
6321,3886e339a3e6e386aca7ebd3ec8bb4df52930d9a,marvin gaye
6322,38878f5449378cc7e2d1b08cb738dc0c77a8c5c4,ac/dc
6323,38878f5449378cc7e2d1b08cb738dc0c77a8c5c4,fatboy slim
6324,389ac637a7629722363d19360dd8183c3b0f74c9,slipknot
6325,389ac637a7629722363d19360dd8183c3b0f74c9,koЯn
6326,38a91d1b6866f11cf14f27cc21b30c4e160633c0,katy perry
6327,38ab067d937f164778e11ffa75fd6dc139be15ac,nick cave and the bad seeds
6328,38ab067d937f164778e11ffa75fd6dc139be15ac,kamelot
6329,38ab067d937f164778e11ffa75fd6dc139be15ac,barenaked ladies
6330,38ab067d937f164778e11ffa75fd6dc139be15ac,limp bizkit
6331,38ab067d937f164778e11ffa75fd6dc139be15ac,dave matthews band
6332,38ab067d937f164778e11ffa75fd6dc139be15ac,megadeth
6333,38ab067d937f164778e11ffa75fd6dc139be15ac,blind guardian
6334,38b5a11aa3f3d139ad571b4b920c6145246d8286,boa
6335,38b98c95df0879c6e3c8bdb3cc23078c48f9e01f,the killers
6336,38b98c95df0879c6e3c8bdb3cc23078c48f9e01f,blink-182
6337,38b98c95df0879c6e3c8bdb3cc23078c48f9e01f,franz ferdinand
6338,38b98c95df0879c6e3c8bdb3cc23078c48f9e01f,panic at the disco
6339,38b98c95df0879c6e3c8bdb3cc23078c48f9e01f,mika
6340,38b98c95df0879c6e3c8bdb3cc23078c48f9e01f,lady gaga
6341,38b98c95df0879c6e3c8bdb3cc23078c48f9e01f,good charlotte
6342,38b98c95df0879c6e3c8bdb3cc23078c48f9e01f,jens lekman
6343,38b99d55bc447ddb4de70e92ebe08e51f753f256,cradle of filth
6344,38b99d55bc447ddb4de70e92ebe08e51f753f256,finntroll
6345,38b99d55bc447ddb4de70e92ebe08e51f753f256,dropkick murphys
6346,38b99d55bc447ddb4de70e92ebe08e51f753f256,all that remains
6347,38b99d55bc447ddb4de70e92ebe08e51f753f256,disturbed
6348,38b99d55bc447ddb4de70e92ebe08e51f753f256,trivium
6349,38bda3b1a9b8d42e591757ef11e2e904f6b46c9a,justin timberlake
6350,38bf0235dc2b093a9eb0928be5c7225a4ba0ce40,tom waits
6351,38bf0235dc2b093a9eb0928be5c7225a4ba0ce40,bob dylan
6352,38bf0235dc2b093a9eb0928be5c7225a4ba0ce40,fiona apple
6353,38bf0235dc2b093a9eb0928be5c7225a4ba0ce40,jeff buckley
6354,38bf0235dc2b093a9eb0928be5c7225a4ba0ce40,ok go
6355,38bfc0bebeef379c305d8d25976b84de937e2038,air
6356,38bfc0bebeef379c305d8d25976b84de937e2038,kings of convenience
6357,38c0adf9dad287ceb2d66a7b88713af7f07ab19b,goldfrapp
6358,38c0adf9dad287ceb2d66a7b88713af7f07ab19b,bon iver
6359,38c916d8959e5ba662499cd4eb78feddb8f4e6b6,christina aguilera
6360,38c916d8959e5ba662499cd4eb78feddb8f4e6b6,joss stone
6361,38d2942239e0e0b8f7ac9eb077e31e95fd26a8ae,brand new
6362,38d2942239e0e0b8f7ac9eb077e31e95fd26a8ae,blink-182
6363,38d2942239e0e0b8f7ac9eb077e31e95fd26a8ae,the used
6364,38d2942239e0e0b8f7ac9eb077e31e95fd26a8ae,bright eyes
6365,38d2942239e0e0b8f7ac9eb077e31e95fd26a8ae,thrice
6366,38d479ab942d01790465780856c0a34aed2eb53d,new found glory
6367,38d479ab942d01790465780856c0a34aed2eb53d,reel big fish
6368,38d479ab942d01790465780856c0a34aed2eb53d,good charlotte
6369,38d479ab942d01790465780856c0a34aed2eb53d,simple plan
6370,38d4f9c5121d1872e30b8c6dc8ca7706bec07fbd,marilyn manson
6371,38d4f9c5121d1872e30b8c6dc8ca7706bec07fbd,the format
6372,38d4f9c5121d1872e30b8c6dc8ca7706bec07fbd,minus the bear
6373,38d4f9c5121d1872e30b8c6dc8ca7706bec07fbd,the white stripes
6374,38d4f9c5121d1872e30b8c6dc8ca7706bec07fbd,placebo
6375,38db31df61926ddefec1a3838c1fb4d343bc8d10,apulanta
6376,38db31df61926ddefec1a3838c1fb4d343bc8d10,from first to last
6377,38db31df61926ddefec1a3838c1fb4d343bc8d10,linkin park
6378,38dc215573b0a45b3e407e92bcd5ddd1ae73b35e,[unknown]
6379,38dc215573b0a45b3e407e92bcd5ddd1ae73b35e,asian kung-fu generation
6380,38dc215573b0a45b3e407e92bcd5ddd1ae73b35e,jack johnson
6381,38dc24db67a22e5c8567f8a44c2850bc002fb264,avril lavigne
6382,38dc24db67a22e5c8567f8a44c2850bc002fb264,nightwish
6383,38dc24db67a22e5c8567f8a44c2850bc002fb264,kent
6384,38dc24db67a22e5c8567f8a44c2850bc002fb264,skillet
6385,38dc24db67a22e5c8567f8a44c2850bc002fb264,within temptation
6386,38dc74e24f0f61c947563eac0d86f491e29506be,paramore
6387,38dc74e24f0f61c947563eac0d86f491e29506be,a day to remember
6388,38dc74e24f0f61c947563eac0d86f491e29506be,underoath
6389,38df9cc0a1cb97e7016852f639776022630fed95,alkaline trio
6390,38e43d0ecf81a2398f5f2412d8d649fe3c328432,james brown
6391,38fdf8fc0d8e1b40319707ca72e1fc0059f16ea3,the cure
6392,38fdf8fc0d8e1b40319707ca72e1fc0059f16ea3,pink floyd
6393,38fdf8fc0d8e1b40319707ca72e1fc0059f16ea3,jedi mind tricks
6394,38fdf8fc0d8e1b40319707ca72e1fc0059f16ea3,myslovitz
6395,38ff93cd18d4267749231456d89a36272884dbb3,buckethead
6396,3904cd0ac515251aa665e506f0d8878738b1e236,machine head
6397,3904cd0ac515251aa665e506f0d8878738b1e236,as i lay dying
6398,3904cd0ac515251aa665e506f0d8878738b1e236,p.o.d.
6399,3904cd0ac515251aa665e506f0d8878738b1e236,trivium
6400,3904cd0ac515251aa665e506f0d8878738b1e236,godsmack
6401,390b88af59e159e57bedb8ba9b5bc92dbd9c1788,disturbed
6402,390b88af59e159e57bedb8ba9b5bc92dbd9c1788,dimmu borgir
6403,390b88af59e159e57bedb8ba9b5bc92dbd9c1788,ignite
6404,39163f17681006ce85e5c72fea59d5a9b79458bc,guns n' roses
6405,39163f17681006ce85e5c72fea59d5a9b79458bc,the rolling stones
6406,3916ea1a50a8b32fd37d1ea793f2ed594658fe7b,maroon 5
6407,3916ea1a50a8b32fd37d1ea793f2ed594658fe7b,keane
6408,3916ea1a50a8b32fd37d1ea793f2ed594658fe7b,dido
6409,3916ea1a50a8b32fd37d1ea793f2ed594658fe7b,kelly clarkson
6410,3919bfdae19f39627db0de9a26ad78ec25fddc68,death cab for cutie
6411,3919bfdae19f39627db0de9a26ad78ec25fddc68,shiny toy guns
6412,3919bfdae19f39627db0de9a26ad78ec25fddc68,moby
6413,391e0212c017e31f299e42fbc033f2bb8884cec5,linkin park
6414,3932ed7afba508055b1b6ed0eb5b059ecd5bd086,enigma
6415,3932ed7afba508055b1b6ed0eb5b059ecd5bd086,sade
6416,393e7cd569ec5a202919b26255993bb6418c823c,my chemical romance
6417,393e7cd569ec5a202919b26255993bb6418c823c,green day
6418,3940d1ba3298d0646ccfd5d6c7ddc1891c6f1d04,ani difranco
6419,3940d1ba3298d0646ccfd5d6c7ddc1891c6f1d04,kate bush
6420,3940d1ba3298d0646ccfd5d6c7ddc1891c6f1d04,regina spektor
6421,3943290ed878e777e2f85a06f2d4207f866684a9,pink floyd
6422,3943290ed878e777e2f85a06f2d4207f866684a9,led zeppelin
6423,3943290ed878e777e2f85a06f2d4207f866684a9,sting
6424,3943290ed878e777e2f85a06f2d4207f866684a9,jimmy eat world
6425,3943290ed878e777e2f85a06f2d4207f866684a9,live
6426,39503fffb7f485eb641ddc043500fe4f9d7848fd,the smiths
6427,39503fffb7f485eb641ddc043500fe4f9d7848fd,misfits
6428,39503fffb7f485eb641ddc043500fe4f9d7848fd,ramones
6429,39503fffb7f485eb641ddc043500fe4f9d7848fd,the beatles
6430,39503fffb7f485eb641ddc043500fe4f9d7848fd,depeche mode
6431,39503fffb7f485eb641ddc043500fe4f9d7848fd,garbage
6432,395d2e1b7e054e3f7fe81fd2a07a8dbec8a58dd8,something corporate
6433,396574754ffe5971b55a936754602478e2d3db06,motörhead
6434,396574754ffe5971b55a936754602478e2d3db06,breaking benjamin
6435,396574754ffe5971b55a936754602478e2d3db06,therion
6436,39713820e810626f77ff0553ad7c52c678f194d3,rage against the machine
6437,3973eda62bc97fd7d4d1b86a3655612521caa27f,portishead
6438,3973eda62bc97fd7d4d1b86a3655612521caa27f,queen
6439,3973eda62bc97fd7d4d1b86a3655612521caa27f,death cab for cutie
6440,3977ab2d6d3ea7621476b7b3c427fe0324546900,feist
6441,397b4743ea4601f4c80bbab139620308fb9cc30e,dragonforce
6442,397b4743ea4601f4c80bbab139620308fb9cc30e,equilibrium
6443,397b4743ea4601f4c80bbab139620308fb9cc30e,sonic syndicate
6444,398624de80fd9bc7aeb71212690906621a54a3fc,daft punk
6445,398624de80fd9bc7aeb71212690906621a54a3fc,die apokalyptischen reiter
6446,398624de80fd9bc7aeb71212690906621a54a3fc,children of bodom
6447,398624de80fd9bc7aeb71212690906621a54a3fc,in extremo
6448,398a92ee3b8dce0bc55df4462203372a89fae093,u2
6449,398a92ee3b8dce0bc55df4462203372a89fae093,30 seconds to mars
6450,398cf32c8ddb1904d578c02442ad6a6a724a8393,michael jackson
6451,398eae39e6579d6e8acdddb399a5c3e2a7db848b,enter shikari
6452,398eae39e6579d6e8acdddb399a5c3e2a7db848b,coheed and cambria
6453,398eae39e6579d6e8acdddb399a5c3e2a7db848b,michael jackson
6454,398eae39e6579d6e8acdddb399a5c3e2a7db848b,from first to last
6455,398eae39e6579d6e8acdddb399a5c3e2a7db848b,lostprophets
6456,39a628eec5ccf3df8d2a5686d08f49802633dd0a,in extremo
6457,39a628eec5ccf3df8d2a5686d08f49802633dd0a,cmx
6458,39a628eec5ccf3df8d2a5686d08f49802633dd0a,oomph!
6459,39a628eec5ccf3df8d2a5686d08f49802633dd0a,machinae supremacy
6460,39a628eec5ccf3df8d2a5686d08f49802633dd0a,stam1na
6461,39a628eec5ccf3df8d2a5686d08f49802633dd0a,finntroll
6462,39a628eec5ccf3df8d2a5686d08f49802633dd0a,dimmu borgir
6463,39a628eec5ccf3df8d2a5686d08f49802633dd0a,koЯn
6464,39ae57fa102aff0b3c8d7199dfb2807ad69a10f4,bloodbath
6465,39ae57fa102aff0b3c8d7199dfb2807ad69a10f4,a perfect circle
6466,39b216d43f29e176e274f4deb9830def2e8f3581,dark tranquillity
6467,39b50f217b737da3b5622130af04783e2f582b0c,frédéric chopin
6468,39b7e0298225f76c2ef95a7b62492acdfbc811fb,philip glass
6469,39b7e0298225f76c2ef95a7b62492acdfbc811fb,thomas newman
6470,39bdacd906ba977dc6e44f936212137c37c35515,nas
6471,39bdacd906ba977dc6e44f936212137c37c35515,gang starr
6472,39bdacd906ba977dc6e44f936212137c37c35515,aphex twin
6473,39c496ea72d5d9ec78a851cf4260c475a321b737,comeback kid
6474,39c496ea72d5d9ec78a851cf4260c475a321b737,haste the day
6475,39c496ea72d5d9ec78a851cf4260c475a321b737,all that remains
6476,39c496ea72d5d9ec78a851cf4260c475a321b737,atreyu
6477,39cec450f2e0f5749b685e2262dc3360cb6474b4,the rolling stones
6478,39cec450f2e0f5749b685e2262dc3360cb6474b4,frank zappa
6479,39cec450f2e0f5749b685e2262dc3360cb6474b4,rilo kiley
6480,39d008ff3f5986b52d706eea019ddbb90d002a82,king diamond
6481,39d008ff3f5986b52d706eea019ddbb90d002a82,ayreon
6482,39d1299e82771f9b145e16598ec3f6992e49614d,silverstein
6483,39d1299e82771f9b145e16598ec3f6992e49614d,anberlin
6484,39da832b01370b0784be7c65d8d68b3ec667c973,slipknot
6485,39df1d4660f099cf1bc1102fceb08fecff72be25,the offspring
6486,39df1d4660f099cf1bc1102fceb08fecff72be25,staind
6487,39df1d4660f099cf1bc1102fceb08fecff72be25,stone temple pilots
6488,39df1d4660f099cf1bc1102fceb08fecff72be25,chevelle
6489,39df1d4660f099cf1bc1102fceb08fecff72be25,godsmack
6490,39df1d4660f099cf1bc1102fceb08fecff72be25,nirvana
6491,39edf6634bf24175db93ad57c021e0f018f324ef,genesis
6492,39edf6634bf24175db93ad57c021e0f018f324ef,queen
6493,39edf6634bf24175db93ad57c021e0f018f324ef,sonic youth
6494,39ef811510f6ccd4dbc9cfe8d3db5d6a31a4617c,burzum
6495,39f039a7269745be2b4ee6d118c75dffb0166249,kelly clarkson
6496,39f039a7269745be2b4ee6d118c75dffb0166249,aerosmith
6497,39fd51102a11d39f0f9ab60b1a36c75935f36434,ani difranco
6498,39fd51102a11d39f0f9ab60b1a36c75935f36434,sarah mclachlan
6499,39fd51102a11d39f0f9ab60b1a36c75935f36434,city and colour
6500,39fd51102a11d39f0f9ab60b1a36c75935f36434,bob dylan
6501,39fd51102a11d39f0f9ab60b1a36c75935f36434,bruce springsteen
6502,3a01ec935f2ae7e93da096bf6c0137fadd4f2503,the smashing pumpkins
6503,3a01ec935f2ae7e93da096bf6c0137fadd4f2503,eels
6504,3a01ec935f2ae7e93da096bf6c0137fadd4f2503,the black keys
6505,3a01ec935f2ae7e93da096bf6c0137fadd4f2503,soundtrack
6506,3a01ec935f2ae7e93da096bf6c0137fadd4f2503,foo fighters
6507,3a01ec935f2ae7e93da096bf6c0137fadd4f2503,led zeppelin
6508,3a057fd479944e18821d808b2f80b82b2b07f8f9,rammstein
6509,3a111e0e7f2364bf0e237d71fafeb347ee99e728,madonna
6510,3a127a7354c13007cfbbeddab97083624b399eaa,john mayer
6511,3a127a7354c13007cfbbeddab97083624b399eaa,nine inch nails
6512,3a127a7354c13007cfbbeddab97083624b399eaa,mudvayne
6513,3a127a7354c13007cfbbeddab97083624b399eaa,feist
6514,3a127a7354c13007cfbbeddab97083624b399eaa,chevelle
6515,3a1363f4fd0119ee9b1e025d57bfa34c5cd45a38,opeth
6516,3a1363f4fd0119ee9b1e025d57bfa34c5cd45a38,cradle of filth
6517,3a1363f4fd0119ee9b1e025d57bfa34c5cd45a38,theatre of tragedy
6518,3a19a15dadaf3af123820e59ad80891aaa6d28a4,blink-182
6519,3a19a15dadaf3af123820e59ad80891aaa6d28a4,bowling for soup
6520,3a19a15dadaf3af123820e59ad80891aaa6d28a4,paramore
6521,3a19a15dadaf3af123820e59ad80891aaa6d28a4,cute is what we aim for
6522,3a19a15dadaf3af123820e59ad80891aaa6d28a4,the academy is...
6523,3a19a15dadaf3af123820e59ad80891aaa6d28a4,descendents
6524,3a19a15dadaf3af123820e59ad80891aaa6d28a4,jimi hendrix
6525,3a1ba3598566883c8e9a82ac6b49609576148d2f,papa roach
6526,3a1ba3598566883c8e9a82ac6b49609576148d2f,three days grace
6527,3a1ba3598566883c8e9a82ac6b49609576148d2f,bullet for my valentine
6528,3a1ba3598566883c8e9a82ac6b49609576148d2f,skillet
6529,3a20c9496f3e0697238cb32471d51fbbb5d1b87f,oasis
6530,3a20c9496f3e0697238cb32471d51fbbb5d1b87f,sonic youth
6531,3a20c9496f3e0697238cb32471d51fbbb5d1b87f,billy talent
6532,3a20c9496f3e0697238cb32471d51fbbb5d1b87f,red hot chili peppers
6533,3a20c9496f3e0697238cb32471d51fbbb5d1b87f,mindless self indulgence
6534,3a2657725890ff942e653483ac739de263e97c7b,sonata arctica
6535,3a2657725890ff942e653483ac739de263e97c7b,rammstein
6536,3a2657725890ff942e653483ac739de263e97c7b,morcheeba
6537,3a2657725890ff942e653483ac739de263e97c7b,the prodigy
6538,3a277ef6efe727dba08fec770084bb6c1bd12e46,led zeppelin
6539,3a277ef6efe727dba08fec770084bb6c1bd12e46,she wants revenge
6540,3a277ef6efe727dba08fec770084bb6c1bd12e46,killswitch engage
6541,3a2d4b3e8331c48179a0e3570860e5edfa474bf5,sonic youth
6542,3a2d4b3e8331c48179a0e3570860e5edfa474bf5,r.e.m.
6543,3a2d4b3e8331c48179a0e3570860e5edfa474bf5,duran duran
6544,3a2dab90aaf21e4c8555ad1695089361c20aeba6,david bowie
6545,3a2dab90aaf21e4c8555ad1695089361c20aeba6,queen
6546,3a2dab90aaf21e4c8555ad1695089361c20aeba6,apoptygma berzerk
6547,3a2dab90aaf21e4c8555ad1695089361c20aeba6,pj harvey
6548,3a3906ce123d7f29c7f1a5d46ad3760a8a01d7eb,múm
6549,3a3906ce123d7f29c7f1a5d46ad3760a8a01d7eb,the cinematic orchestra
6550,3a3906ce123d7f29c7f1a5d46ad3760a8a01d7eb,bonobo
6551,3a3906ce123d7f29c7f1a5d46ad3760a8a01d7eb,rage against the machine
6552,3a3906ce123d7f29c7f1a5d46ad3760a8a01d7eb,mogwai
6553,3a3b0360d02174a4c0f34b5bb73a70778d8cfba3,pink floyd
6554,3a3b0360d02174a4c0f34b5bb73a70778d8cfba3,aphex twin
6555,3a3b0360d02174a4c0f34b5bb73a70778d8cfba3,bloodhound gang
6556,3a56a6b6dcfcc94e4ca0c94302c942ed935e0c1b,nelly furtado
6557,3a56a6b6dcfcc94e4ca0c94302c942ed935e0c1b,thomas newman
6558,3a594698b3aac515bf929b6bca42a359c8b00bf5,boards of canada
